"id";"item_group_id";"title";"link";"price";"online_only";"description";"condition";"product_type";"google_product_category";"image_link";"availability";"quantity";"featured_product";"shipping_weight";"manufacturer";"brand";"mpn";"gtin"
"L-CARN-250";"L-CARN";"L-Carnosine - 250g Pure Powder";"http://www.bulksupplements.com/l-carnosine.html";"104.96";"y";"Carnosine is an amino acid with antioxidant properties.*It is very important not to confuse Carnosine with Carnitine. The latter is an amino acid and does not have nearly the same effects as Carnosine.";"new";"BulkSupplements > Products by Category > Amino Acids";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_55.jpg";"in stock";"36";"no";"0.55 kilograms";"BulkSupplements";"BulkSupplements";"L-CARN-250";"849720005533"
"L-CARN-500";"L-CARN";"L-Carnosine - 500g Pure Powder";"http://www.bulksupplements.com/l-carnosine.html";"201.96";"y";"Carnosine is an amino acid with antioxidant properties.*It is very important not to confuse Carnosine with Carnitine. The latter is an amino acid and does not have nearly the same effects as Carnosine.";"new";"BulkSupplements > Products by Category > Amino Acids";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_56.jpg";"in stock";"42";"no";"1.10 kilograms";"BulkSupplements";"BulkSupplements";"L-CARN-500";"849720005540"
"L-CARN-1KG";"L-CARN";"L-Carnosine - 1kg Pure Powder";"http://www.bulksupplements.com/l-carnosine.html";"391.96";"y";"Carnosine is an amino acid with antioxidant properties.*It is very important not to confuse Carnosine with Carnitine. The latter is an amino acid and does not have nearly the same effects as Carnosine.";"new";"BulkSupplements > Products by Category > Amino Acids";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_57.jpg";"in stock";"15";"no";"2.21 kilograms";"BulkSupplements";"BulkSupplements";"L-CARN-1KG";"849720005557"
"L-CARN-5KG";"L-CARN";"L-Carnosine - 5kg Pure Powder";"http://www.bulksupplements.com/l-carnosine.html";"1710.96";"y";"Carnosine is an amino acid with antioxidant properties.*It is very important not to confuse Carnosine with Carnitine. The latter is an amino acid and does not have nearly the same effects as Carnosine.";"new";"BulkSupplements > Products by Category > Amino Acids";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_58.jpg";"out of stock";"0";"no";"11.02 kilograms";"BulkSupplements";"BulkSupplements";"L-CARN-5KG";"849720010308"
"L-CARN-25KG";"L-CARN";"L-Carnosine - 25kg Pure Powder";"http://www.bulksupplements.com/l-carnosine.html";"7260.96";"y";"Carnosine is an amino acid with antioxidant properties.*It is very important not to confuse Carnosine with Carnitine. The latter is an amino acid and does not have nearly the same effects as Carnosine.";"new";"BulkSupplements > Products by Category > Amino Acids";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_59.jpg";"in stock";"1";"no";"57.42 kilograms";"BulkSupplements";"BulkSupplements";"L-CARN-25KG";"849720010292"
"L-CITR-100";"L-CITR";"L-Citrulline - 100g Pure Powder";"http://www.bulksupplements.com/l-citrulline.html";"11.96";"y";"Citrulline has been used to promote overall athletic performance. This supplement is particularly useful for those involved in endurance exercises or any sort of intense physical activity.";"new";"BulkSupplements > Products by Category > Amino Acids";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_149.jpg";"in stock";"384";"no";"0.22 kilograms";"BulkSupplements";"BulkSupplements";"L-CITR-100";"849720013033"
"L-CITR-250";"L-CITR";"L-Citrulline - 250g Pure Powder";"http://www.bulksupplements.com/l-citrulline.html";"14.96";"y";"Citrulline has been used to promote overall athletic performance. This supplement is particularly useful for those involved in endurance exercises or any sort of intense physical activity.";"new";"BulkSupplements > Products by Category > Amino Acids";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_150.jpg";"in stock";"151";"no";"0.55 kilograms";"BulkSupplements";"BulkSupplements";"L-CITR-250";"849720013026"
"L-CITR-500";"L-CITR";"L-Citrulline - 500g Pure Powder";"http://www.bulksupplements.com/l-citrulline.html";"22.96";"y";"Citrulline has been used to promote overall athletic performance. This supplement is particularly useful for those involved in endurance exercises or any sort of intense physical activity.";"new";"BulkSupplements > Products by Category > Amino Acids";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_151.jpg";"in stock";"3094";"no";"1.10 kilograms";"BulkSupplements";"BulkSupplements";"L-CITR-500";"849720013040"
"L-CITR-1KG";"L-CITR";"L-Citrulline - 1kg Pure Powder";"http://www.bulksupplements.com/l-citrulline.html";"34.96";"y";"Citrulline has been used to promote overall athletic performance. This supplement is particularly useful for those involved in endurance exercises or any sort of intense physical activity.";"new";"BulkSupplements > Products by Category > Amino Acids";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_152.jpg";"in stock";"134";"no";"2.21 kilograms";"BulkSupplements";"BulkSupplements";"L-CITR-1KG";"849720013057"
"L-CITR-5KG";"L-CITR";"L-Citrulline - 5kg Pure Powder";"http://www.bulksupplements.com/l-citrulline.html";"150.96";"y";"Citrulline has been used to promote overall athletic performance. This supplement is particularly useful for those involved in endurance exercises or any sort of intense physical activity.";"new";"BulkSupplements > Products by Category > Amino Acids";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_153.jpg";"in stock";"4972";"no";"11.02 kilograms";"BulkSupplements";"BulkSupplements";"L-CITR-5KG";"849720013064"
"L-CITR-25KG";"L-CITR";"L-Citrulline - 25kg Pure Powder";"http://www.bulksupplements.com/l-citrulline.html";"395.96";"y";"Citrulline has been used to promote overall athletic performance. This supplement is particularly useful for those involved in endurance exercises or any sort of intense physical activity.";"new";"BulkSupplements > Products by Category > Amino Acids";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_154.jpg";"in stock";"96";"no";"57.42 kilograms";"BulkSupplements";"BulkSupplements";"L-CITR-25KG";"849720013071"
"L-C-DL-M-11-100";"L-C-DL-M-11";"L-Citrulline DL-Malate 1:1 - 100g Pure Powder";"http://www.bulksupplements.com/l-citrulline-dl-malate.html";"11.96";"y";"L-Citrulline DL-Malate is a combination of Citrulline, an amino acid, and Malate, the salt of malic acid. It is popularly used as a dietary supplement to boost athletic performance. ";"new";"BulkSupplements > Products by Category > Amino Acids";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_135.jpg";"in stock";"222";"no";"0.22 kilograms";"BulkSupplements";"BulkSupplements";"L-C-DL-M-11-100";"849720004734"
"L-C-DL-M-11-250";"L-C-DL-M-11";"L-Citrulline DL-Malate 1:1 - 250g Pure Powder";"http://www.bulksupplements.com/l-citrulline-dl-malate.html";"15.96";"y";"L-Citrulline DL-Malate is a combination of Citrulline, an amino acid, and Malate, the salt of malic acid. It is popularly used as a dietary supplement to boost athletic performance. ";"new";"BulkSupplements > Products by Category > Amino Acids";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_136.jpg";"in stock";"369";"no";"0.55 kilograms";"BulkSupplements";"BulkSupplements";"L-C-DL-M-11-250";"849720004741"
"L-C-DL-M-11-500";"L-C-DL-M-11";"L-Citrulline DL-Malate 1:1 - 500g Pure Powder";"http://www.bulksupplements.com/l-citrulline-dl-malate.html";"24.96";"y";"L-Citrulline DL-Malate is a combination of Citrulline, an amino acid, and Malate, the salt of malic acid. It is popularly used as a dietary supplement to boost athletic performance. ";"new";"BulkSupplements > Products by Category > Amino Acids";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_137.jpg";"in stock";"79";"no";"1.10 kilograms";"BulkSupplements";"BulkSupplements";"L-C-DL-M-11-500";"849720004758"
"L-C-DL-M-11-1KG";"L-C-DL-M-11";"L-Citrulline DL-Malate 1:1 - 1kg Pure Powder";"http://www.bulksupplements.com/l-citrulline-dl-malate.html";"37.96";"y";"L-Citrulline DL-Malate is a combination of Citrulline, an amino acid, and Malate, the salt of malic acid. It is popularly used as a dietary supplement to boost athletic performance. ";"new";"BulkSupplements > Products by Category > Amino Acids";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_138.jpg";"in stock";"250";"no";"2.21 kilograms";"BulkSupplements";"BulkSupplements";"L-C-DL-M-11-1KG";"849720004765"
"L-C-DL-M-11-5KG";"L-C-DL-M-11";"L-Citrulline DL-Malate 1:1 - 5kg Pure Powder";"http://www.bulksupplements.com/l-citrulline-dl-malate.html";"161.96";"y";"L-Citrulline DL-Malate is a combination of Citrulline, an amino acid, and Malate, the salt of malic acid. It is popularly used as a dietary supplement to boost athletic performance. ";"new";"BulkSupplements > Products by Category > Amino Acids";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_139.jpg";"in stock";"4988";"no";"13.01 kilograms";"BulkSupplements";"BulkSupplements";"L-C-DL-M-11-5KG";"849720004772"
"L-C-DL-M-11-25KG";"L-C-DL-M-11";"L-Citrulline DL-Malate 1:1 - 25kg Pure Powder";"http://www.bulksupplements.com/l-citrulline-dl-malate.html";"622.96";"y";"L-Citrulline DL-Malate is a combination of Citrulline, an amino acid, and Malate, the salt of malic acid. It is popularly used as a dietary supplement to boost athletic performance. ";"new";"BulkSupplements > Products by Category > Amino Acids";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_140.jpg";"in stock";"12";"no";"57.42 kilograms";"BulkSupplements";"BulkSupplements";"L-C-DL-M-11-25KG";"849720004789"
"L-CYS-HCL-100";"L-CYS-HCL";"L-Cysteine HCL Monohydrate - 100g Pure Powder";"http://www.bulksupplements.com/l-cysteine-hcl.html";"11.96";"y";"L-Cysteine HCL is an amino acid with added HCL. Cysteine is known for maintaining good health of hair, nails and skin and overall wellness.";"new";"BulkSupplements > Products by Category > Amino Acids";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_60.jpg";"in stock";"149";"no";"0.22 kilograms";"BulkSupplements";"BulkSupplements";"L-CYS-HCL-100";"849720004857"
"L-CYS-HCL-250";"L-CYS-HCL";"L-Cysteine HCL Monohydrate - 250g Pure Powder";"http://www.bulksupplements.com/l-cysteine-hcl.html";"15.96";"y";"L-Cysteine HCL is an amino acid with added HCL. Cysteine is known for maintaining good health of hair, nails and skin and overall wellness.";"new";"BulkSupplements > Products by Category > Amino Acids";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_61.jpg";"in stock";"97";"no";"0.55 kilograms";"BulkSupplements";"BulkSupplements";"L-CYS-HCL-250";"849720004864"
"L-CYS-HCL-500";"L-CYS-HCL";"L-Cysteine HCL Monohydrate - 500g Pure Powder";"http://www.bulksupplements.com/l-cysteine-hcl.html";"24.96";"y";"L-Cysteine HCL is an amino acid with added HCL. Cysteine is known for maintaining good health of hair, nails and skin and overall wellness.";"new";"BulkSupplements > Products by Category > Amino Acids";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_62.jpg";"in stock";"30";"no";"1.10 kilograms";"BulkSupplements";"BulkSupplements";"L-CYS-HCL-500";"849720004871"
"L-CYS-HCL-1KG";"L-CYS-HCL";"L-Cysteine HCL Monohydrate - 1kg Pure Powder";"http://www.bulksupplements.com/l-cysteine-hcl.html";"38.96";"y";"L-Cysteine HCL is an amino acid with added HCL. Cysteine is known for maintaining good health of hair, nails and skin and overall wellness.";"new";"BulkSupplements > Products by Category > Amino Acids";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_63.jpg";"in stock";"10";"no";"2.21 kilograms";"BulkSupplements";"BulkSupplements";"L-CYS-HCL-1KG";"849720004888"
"L-CYS-HCL-5KG";"L-CYS-HCL";"L-Cysteine HCL Monohydrate - 5kg Pure Powder";"http://www.bulksupplements.com/l-cysteine-hcl.html";"166.96";"y";"L-Cysteine HCL is an amino acid with added HCL. Cysteine is known for maintaining good health of hair, nails and skin and overall wellness.";"new";"BulkSupplements > Products by Category > Amino Acids";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_64.jpg";"in stock";"4996";"no";"11.02 kilograms";"BulkSupplements";"BulkSupplements";"L-CYS-HCL-5KG";"849720004895"
"L-CYS-HCL-25KG";"L-CYS-HCL";"L-Cysteine HCL Monohydrate - 25kg Pure Powder";"http://www.bulksupplements.com/l-cysteine-hcl.html";"641.96";"y";"L-Cysteine HCL is an amino acid with added HCL. Cysteine is known for maintaining good health of hair, nails and skin and overall wellness.";"new";"BulkSupplements > Products by Category > Amino Acids";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_65.jpg";"in stock";"1";"no";"55.12 kilograms";"BulkSupplements";"BulkSupplements";"L-CYS-HCL-25KG";"849720004901"
"L-GLU-100";"L-GLU";"L-Glutamine - 100g Pure Powder";"http://www.bulksupplements.com/l-glutamine.html";"10.96";"y";"Glutamine is one of the most abundant of all 20 amino acids, making up over 60% of all skeletal muscle tissue in the body.";"new";"BulkSupplements > Products by Category > Amino Acids";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_102.jpg";"in stock";"951";"no";"0.22 kilograms";"BulkSupplements";"BulkSupplements";"L-GLU-100";"849720009210"
"L-GLU-250";"L-GLU";"L-Glutamine - 250g Pure Powder";"http://www.bulksupplements.com/l-glutamine.html";"12.96";"y";"Glutamine is one of the most abundant of all 20 amino acids, making up over 60% of all skeletal muscle tissue in the body.";"new";"BulkSupplements > Products by Category > Amino Acids";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_101.jpg";"in stock";"2164";"no";"0.55 kilograms";"BulkSupplements";"BulkSupplements";"L-GLU-250";"849720009227"
"L-GLU-500";"L-GLU";"L-Glutamine - 500g Pure Powder";"http://www.bulksupplements.com/l-glutamine.html";"17.96";"y";"Glutamine is one of the most abundant of all 20 amino acids, making up over 60% of all skeletal muscle tissue in the body.";"new";"BulkSupplements > Products by Category > Amino Acids";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_100.jpg";"in stock";"1236";"no";"1.10 kilograms";"BulkSupplements";"BulkSupplements";"L-GLU-500";"849720009234"
"L-GLU-1KG";"L-GLU";"L-Glutamine - 1kg Pure Powder";"http://www.bulksupplements.com/l-glutamine.html";"24.96";"y";"Glutamine is one of the most abundant of all 20 amino acids, making up over 60% of all skeletal muscle tissue in the body.";"new";"BulkSupplements > Products by Category > Amino Acids";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_99.jpg";"in stock";"5951";"no";"2.21 kilograms";"BulkSupplements";"BulkSupplements";"L-GLU-1KG";"849720009241"
"L-GLU-5KG";"L-GLU";"L-Glutamine - 5kg Pure Powder";"http://www.bulksupplements.com/l-glutamine.html";"105.96";"y";"Glutamine is one of the most abundant of all 20 amino acids, making up over 60% of all skeletal muscle tissue in the body.";"new";"BulkSupplements > Products by Category > Amino Acids";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_98.jpg";"in stock";"4870";"no";"11.02 kilograms";"BulkSupplements";"BulkSupplements";"L-GLU-5KG";"849720010773"
"L-GLU-25KG";"L-GLU";"L-Glutamine - 25kg Pure Powder";"http://www.bulksupplements.com/l-glutamine.html";"245.96";"y";"Glutamine is one of the most abundant of all 20 amino acids, making up over 60% of all skeletal muscle tissue in the body.";"new";"BulkSupplements > Products by Category > Amino Acids";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_97.jpg";"in stock";"225";"no";"57.42 kilograms";"BulkSupplements";"BulkSupplements";"L-GLU-25KG";"849720009838"
"L-GLU-AKG-100";"L-GLU-AKG-100";"L-Glutamine alpha-Ketoglutarate (AKG) - 100g Pure Powder";"http://www.bulksupplements.com/l-glutamine-alpha-ketoglutarate-akg-100g-pure-powder.html";"13.96";"y";"This supplement is a combination between glutamine and alpha-ketoglutarate, a chemical derived from glutaric acid. It is used as a way of supplementing glutamine that, when facilitated by alpha-ketoglutarate, is able to bypass the entire digestive system and be absorbed immediately and in great quantities by moving it directly into the blood stream upon consumption rather than filtering through all of the acids and foods in the stomach.";"new";"BulkSupplements > Products by Category > Amino Acids";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/l/-/l-glutamine_alpha-ketoglutarate_akg_.jpg";"in stock";"10";"no";"0.22 kilograms";"BulkSupplements";"BulkSupplements";"L-GLU-AKG-100";"849720004918"
"L-GLU-AKG-250";"L-GLU-AKG-250";"L-Glutamine alpha-Ketoglutarate (AKG) - 250g Pure Powder";"http://www.bulksupplements.com/l-glutamine-alpha-ketoglutarate-akg-250g-pure-powder.html";"19.96";"y";"This supplement is a combination between glutamine and alpha-ketoglutarate, a chemical derived from glutaric acid. It is used as a way of supplementing glutamine that, when facilitated by alpha-ketoglutarate, is able to bypass the entire digestive system and be absorbed immediately and in great quantities by moving it directly into the blood stream upon consumption rather than filtering through all of the acids and foods in the stomach.";"new";"BulkSupplements > Products by Category > Amino Acids";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/l/-/l-glutamine_alpha-ketoglutarate_akg_.jpg";"out of stock";"0";"no";"0.55 kilograms";"BulkSupplements";"BulkSupplements";"L-GLU-AKG-250";"849720004925"
"L-GLU-AKG-500";"L-GLU-AKG-500";"L-Glutamine alpha-Ketoglutarate (AKG) - 500g Pure Powder";"http://www.bulksupplements.com/l-glutamine-alpha-ketoglutarate-akg-500g-pure-powder.html";"32.96";"y";"This supplement is a combination between glutamine and alpha-ketoglutarate, a chemical derived from glutaric acid. It is used as a way of supplementing glutamine that, when facilitated by alpha-ketoglutarate, is able to bypass the entire digestive system and be absorbed immediately and in great quantities by moving it directly into the blood stream upon consumption rather than filtering through all of the acids and foods in the stomach.";"new";"BulkSupplements > Products by Category > Amino Acids";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/l/-/l-glutamine_alpha-ketoglutarate_akg_.jpg";"out of stock";"0";"no";"1.10 kilograms";"BulkSupplements";"BulkSupplements";"L-GLU-AKG-500";"849720004932"
"L-GLU-AKG-1KG";"L-GLU-AKG-1KG";"L-Glutamine alpha-Ketoglutarate (AKG) - 1kg Pure Powder";"http://www.bulksupplements.com/l-glutamine-alpha-ketoglutarate-akg-1kg-pure-powder.html";"54.96";"y";"This supplement is a combination between glutamine and alpha-ketoglutarate, a chemical derived from glutaric acid. It is used as a way of supplementing glutamine that, when facilitated by alpha-ketoglutarate, is able to bypass the entire digestive system and be absorbed immediately and in great quantities by moving it directly into the blood stream upon consumption rather than filtering through all of the acids and foods in the stomach.";"new";"BulkSupplements > Products by Category > Amino Acids";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/l/-/l-glutamine_alpha-ketoglutarate_akg_.jpg";"out of stock";"0";"no";"2.21 kilograms";"BulkSupplements";"BulkSupplements";"L-GLU-AKG-1KG";"849720004949"
"L-GLU-AKG-5KG";"L-GLU-AKG-5KG";"L-Glutamine alpha-Ketoglutarate (AKG) - 5kg Pure Powder";"http://www.bulksupplements.com/l-glutamine-alpha-ketoglutarate-akg-5kg-pure-powder.html";"236.96";"y";"This supplement is a combination between glutamine and alpha-ketoglutarate, a chemical derived from glutaric acid. It is used as a way of supplementing glutamine that, when facilitated by alpha-ketoglutarate, is able to bypass the entire digestive system and be absorbed immediately and in great quantities by moving it directly into the blood stream upon consumption rather than filtering through all of the acids and foods in the stomach.";"new";"BulkSupplements > Products by Category > Amino Acids";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/l/-/l-glutamine_alpha-ketoglutarate_akg_.jpg";"out of stock";"0";"no";"11.02 kilograms";"BulkSupplements";"BulkSupplements";"L-GLU-AKG-5KG";"849720004956"
"L-GLU-AKG-25KG";"L-GLU-AKG-25KG";"L-Glutamine alpha-Ketoglutarate (AKG) - 25kg Pure Powder";"http://www.bulksupplements.com/l-glutamine-alpha-ketoglutarate-akg-25kg-pure-powder.html";"941.96";"y";"This supplement is a combination between glutamine and alpha-ketoglutarate, a chemical derived from glutaric acid. It is used as a way of supplementing glutamine that, when facilitated by alpha-ketoglutarate, is able to bypass the entire digestive system and be absorbed immediately and in great quantities by moving it directly into the blood stream upon consumption rather than filtering through all of the acids and foods in the stomach.";"new";"BulkSupplements > Products by Category > Amino Acids";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/l/-/l-glutamine_alpha-ketoglutarate_akg_.jpg";"out of stock";"0";"no";"55.12 kilograms";"BulkSupplements";"BulkSupplements";"L-GLU-AKG-25KG";"849720004963"
"L-HISB-100";"L-HISB";"L-Histidine Base - 100g Pure Powder";"http://www.bulksupplements.com/l-histidine-base.html";"20.96";"y";"Histidine is an essential amino acid. L-Histidine, specifically, cannot be formed by other nutrients and must be present within one’s diet. ";"new";"BulkSupplements > Products by Category > Amino Acids";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_6_238.jpg";"in stock";"258";"no";"0.22 kilograms";"BulkSupplements";"BulkSupplements";"L-HISB-100";"849720005564"
"L-HISB-250";"L-HISB";"L-Histidine Base - 250g Pure Powder";"http://www.bulksupplements.com/l-histidine-base.html";"37.96";"y";"Histidine is an essential amino acid. L-Histidine, specifically, cannot be formed by other nutrients and must be present within one’s diet. ";"new";"BulkSupplements > Products by Category > Amino Acids";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_6_239.jpg";"in stock";"181";"no";"0.55 kilograms";"BulkSupplements";"BulkSupplements";"L-HISB-250";"849720005571"
"L-HISB-500";"L-HISB";"L-Histidine Base - 500g Pure Powder";"http://www.bulksupplements.com/l-histidine-base.html";"67.96";"y";"Histidine is an essential amino acid. L-Histidine, specifically, cannot be formed by other nutrients and must be present within one’s diet. ";"new";"BulkSupplements > Products by Category > Amino Acids";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_6_240.jpg";"in stock";"79";"no";"1.10 kilograms";"BulkSupplements";"BulkSupplements";"L-HISB-500";"849720005588"
"L-HISB-1KG";"L-HISB";"L-Histidine Base - 1kg Pure Powder";"http://www.bulksupplements.com/l-histidine-base.html";"123.96";"y";"Histidine is an essential amino acid. L-Histidine, specifically, cannot be formed by other nutrients and must be present within one’s diet. ";"new";"BulkSupplements > Products by Category > Amino Acids";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_6_241.jpg";"in stock";"36";"no";"2.21 kilograms";"BulkSupplements";"BulkSupplements";"L-HISB-1KG";"849720005595"
"L-HISB-5KG";"L-HISB";"L-Histidine Base - 5kg Pure Powder";"http://www.bulksupplements.com/l-histidine-base.html";"538.96";"y";"Histidine is an essential amino acid. L-Histidine, specifically, cannot be formed by other nutrients and must be present within one’s diet. ";"new";"BulkSupplements > Products by Category > Amino Acids";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_6_242.jpg";"out of stock";"0";"no";"11.02 kilograms";"BulkSupplements";"BulkSupplements";"L-HISB-5KG";"849720014269"
"L-HISB-25KG";"L-HISB";"L-Histidine Base - 25kg Pure Powder";"http://www.bulksupplements.com/l-histidine-base.html";"2235.96";"y";"Histidine is an essential amino acid. L-Histidine, specifically, cannot be formed by other nutrients and must be present within one’s diet. ";"new";"BulkSupplements > Products by Category > Amino Acids";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_6_243.jpg";"out of stock";"0";"no";"55.12 kilograms";"BulkSupplements";"BulkSupplements";"L-HISB-25KG";""
"L-HIS- HCL-100";"L-HIS- HCL";"L-Histidine HCL - 100g Pure Powder";"http://www.bulksupplements.com/l-histidine-hcl.html";"16.96";"y";"Histidine is an essential amino acid. L-Histidine, specifically, cannot be formed by other nutrients and must be present within one’s diet. This formula utilizes HCL to balance out the pH. ";"new";"BulkSupplements > Products by Category > Amino Acids";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_6_50.jpg";"in stock";"101";"no";"0.22 kilograms";"BulkSupplements";"BulkSupplements";"L-HIS- HCL-100";"849720005601"
"L-HIS- HCL-250";"L-HIS- HCL";"L-Histidine HCL - 250g Pure Powder";"http://www.bulksupplements.com/l-histidine-hcl.html";"28.96";"y";"Histidine is an essential amino acid. L-Histidine, specifically, cannot be formed by other nutrients and must be present within one’s diet. This formula utilizes HCL to balance out the pH. ";"new";"BulkSupplements > Products by Category > Amino Acids";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_6_51.jpg";"in stock";"175";"no";"0.55 kilograms";"BulkSupplements";"BulkSupplements";"L-HIS- HCL-250";"849720005618"
"L-HIS- HCL-500";"L-HIS- HCL";"L-Histidine HCL - 500g Pure Powder";"http://www.bulksupplements.com/l-histidine-hcl.html";"50.96";"y";"Histidine is an essential amino acid. L-Histidine, specifically, cannot be formed by other nutrients and must be present within one’s diet. This formula utilizes HCL to balance out the pH. ";"new";"BulkSupplements > Products by Category > Amino Acids";"Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_6_52.jpg";"in stock";"63";"no";"1.10 kilograms";"BulkSupplements";"BulkSupplements";"L-HIS- HCL-500";"849720005625"
