"iPhone Theme 2","iPhone Theme 2"
"General","General"
"Enable Module","Enable Module"
"Home Page","Home Page"
"-- Please Select --","-- Please Select --"
"Design","Design"
"Mobile Logo Image","Mobile Logo Image"
"Tablet Logo Image","Tablet Logo Image"
"Recommended image size is 120x44px","Recommended image size is 120x44px"
"If not specified, 'Mobile Logo Image' will be used for tablets. Recommended image size is 240x30px","If not specified, 'Mobile Logo Image' will be used for tablets. Recommended image size is 240x30px"
"Bookmarks Icon Source","Bookmarks Icon Source"
"Behavior","Behavior"
"Display Desktop/Mobile Switcher at Footer","Display Desktop/Mobile Switcher at Footer"
"Mobile Device Detection","Mobile Device Detection"
"Auto","Auto"
"Force Mobile View","Force Mobile View"
"Desktop View","Desktop View"
"Google Analytics","Google Analytics"
"Account Number","Account Number"
"Catalog Navigation","Catalog Navigation"
"Catalog","Catalog"
"Cancel","Cancel"
"Customer Login","Customer Login"
"Done","Done"
"Sort Order","Sort Order"
"Sort By","Sort By"
"Ascending","Ascending"
"Descending","Descending"
"Apply","Apply"
"Filter by","Filter by"
"Back","Back"
"All","All"
"Clear All","Clear All"
"Mobile Version","Mobile Version"
"Home","Home"
"Shopping Cart","Shopping Cart"
"Category products","Category products"
"Show %s more","Show %s more"
"Details","Details"
"Apply discount","Apply discount"
"Check this checkbox if you want to add gift messages","Check this checkbox if you want to add gift messages"
"Login during Checkout (Mobile View)","Login during Checkout (Mobile View)"
"Logout","Logout"
"Register","Register"
"Returning Customers","Returning Customers"
"Register to Create an Account","Register to Create an Account"
"You will receive an order confirmation email with details of your order and a link to track its progress","You will receive an order confirmation email with details of your order and a link to track its progress"
"You are currently not subscribed to any newsletter","You are currently not subscribed to any newsletter"
"Dashboard","Dashboard"
"Address Edit Form","Address Edit Form"
"To add or remove gift cards, click here","To add or remove gift cards, click here"
"Coupon Code","Coupon Code"
"Mobile Description","Mobile Description"
"Mobile Options","Mobile Options"
"Please specify mobile home pages.","Please specify mobile home pages."
"Please specify tablet and mobile home pages.","Please specify tablet and mobile home pages."
"Display stock status at catalog","Display stock status at catalog"
"Configure and Buy","Configure and Buy"
"Apply sorting","Apply sorting"
"Mobile Home Page","Mobile Home Page"
"Menu","Menu"
"Low to high","Low to high"
"High to low","High to low"
"Clear all filter","Clear all filter"
"Apply the filter","Apply the filter"
"Sign in","Sign in"
"Your cart","Your cart"
"Apply Discount","Apply Discount"
"Summary","Summary"
"Filter By","Filter By"
